2026/07/21 23:03:23.551, 8.88, 195, 405, 45, 234, 0x0000000000000000
2026/07/21 23:03:23.674, 8.88, 195, 405, 45, 250, 0x0000000000000000
2026/07/21 23:03:23.779, 8.88, 195, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:23.880, 8.88, 195, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:23.981, 8.88, 195, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:24.081, 8.88, 195, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:24.181, 10.23, 367, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:24.282, 10.23, 367, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:24.382, 10.23, 367, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:24.482, 10.23, 367, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:24.583, 10.23, 367, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:24.683, 16.62, 217, 405, 46, 295, 0x0000000000000000
2026/07/21 23:03:24.836, 16.62, 217, 405, 46, 295, 0x0000000000000000
2026/07/21 23:03:24.936, 16.62, 217, 405, 46, 295, 0x0000000000000000
2026/07/21 23:03:25.036, 16.62, 217, 405, 46, 295, 0x0000000000000000
2026/07/21 23:03:25.136, 15.93, 195, 405, 46, 295, 0x0000000000000000
2026/07/21 23:03:25.236, 15.93, 195, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:25.337, 15.93, 195, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:25.475, 15.93, 195, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:25.575, 15.93, 195, 405, 45, 295, 0x0000000000000000
2026/07/21 23:03:25.677, 20.12, 225, 810, 47, 585, 0x0000000000000000
2026/07/21 23:03:25.777, 20.12, 225, 810, 47, 295, 0x0000000000000000
2026/07/21 23:03:25.886, 20.12, 225, 810, 47, 295, 0x0000000000000000
2026/07/21 23:03:25.986, 20.12, 225, 810, 47, 295, 0x0000000000000000
2026/07/21 23:03:26.087, 20.12, 225, 810, 47, 295, 0x0000000000000000
2026/07/21 23:03:26.187, 73.35, 2565, 13801, 51, 295, 0x0000000000000000
2026/07/21 23:03:26.287, 73.35, 2565, 13801, 51, 295, 0x0000000000000000
2026/07/21 23:03:26.388, 73.35, 2565, 13801, 51, 295, 0x0000000000000000
2026/07/21 23:03:26.488, 73.35, 2565, 13801, 51, 295, 0x0000000000000000
2026/07/21 23:03:26.588, 73.35, 2565, 13801, 51, 295, 0x0000000000000000
2026/07/21 23:03:26.688, 100.35, 2587, 13801, 48, 295, 0x0000000000000000
2026/07/21 23:03:26.788, 100.35, 2587, 13801, 48, 295, 0x0000000000000000
2026/07/21 23:03:26.888, 100.35, 2587, 13801, 48, 295, 0x0000000000000000
2026/07/21 23:03:26.988, 100.35, 2587, 13801, 48, 295, 0x0000000000000000
